Voter Registration,Registration Date,Name,Street #,Apt #,Street Name,City,Zip Code,County,Race,Gender,Status,Year of Birth
00650851,1969-12-23,"FOUNTAIN, MAURINE",112,838,GOLDEN ISLE E,BRISTOL,31513,APPLING,Black not of Hispanic Origin,F,Active,1969
01054952,1988-1-9,"CAIN, LEONIE",558,138,GA HIGHWAY 144 NE,BAXLEY,31539 - 5608,APPLING,White not of Hispanic Origin,F,Active,1988
4730744,2003-7-9,"OGDEN, SADE",804,399,NAILS FERRY RD,BRISTOL,31563 - 2037,APPLING,White not of Hispanic Origin,F,Active,2003
04171829,1983-12-2,"DEEN, FREDDY",251,,PITTY PAT LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1983
08504985,1968-7-14,"GARNER, LEO",42,149,AZALEA RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1968
00648868,1969-11-1,"MORRIS, GILES",267,405,SON CARTER RD,BAXLEY,31513 - 8335,APPLING,White not of Hispanic Origin,M,Active,1969
12749907,2019-5-6,"WASDIN, WILL",234,,W TOLLISON ST,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,2019
08526389,1960-9-25,"ZEMP, EULAH",753,578,COUNTY FARM RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,1960
650066,1984-8-14,"JACKSON, TYLER",304,95,HARRIS RD,BAXLEY,31563 - 2465,APPLING,White not of Hispanic Origin,M,Active,1984
11671695,2016-4-16,"DIAZ, OMIE",81,,COUNTY FARM RD,BAXLEY,31513 - 6817,APPLING,White not of Hispanic Origin,F,Active,2016
8517745,2015-8-16,"WATSON, SARA",383,,THORNTON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2015
10773612,1980-3-23,"LEDBETTER, YUSUF",353,263,MILES RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1980
00946633,1966-9-18,"BAKER, DEVIN",269,840,TAYLOR RD,ODUM,31555,APPLING,Black not of Hispanic Origin,F,Cancelled,1966
04806984,1980-7-16,"STRONG, LOWELL",620,,POOR ROBIN RD,BAXLEY,31513 - 1823,APPLING,White not of Hispanic Origin,M,Cancelled,1980
03693203,2019-8-13,"STANFIELD, KATHARINE",678,,HOLMESVILLE AVE,SURRENCY,31513 - 0120,APPLING,Black not of Hispanic Origin,F,Cancelled,2019
11777634,1973-7-9,"POWERS, HANS",511,839,WADE CARTER LN,BAXLEY,31513 - 7308,APPLING,White not of Hispanic Origin,M,Active,1973
10012760,2021-9-3,"DURAN, LAYLA",591,606,MIMOSA DR,BAXLEY,31513 - 0818,APPLING,White not of Hispanic Origin,F,Active,2021
05573757,2015-2-2,"SLOAN, ROSIA",448,,OLD SURRENCY RD,BAXLEY,31563 - 2701,APPLING,White not of Hispanic Origin,F,Cancelled,2015
653500,2010-12-13,"SCARBOROUGH, ESTELLE",2,728,VARNAL LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2010
08415148,1994-11-25,"SQUIRES, CAMERON",506,,JEKYLL RD,BAXLEY,31539 - 7661,APPLING,White not of Hispanic Origin,M,Inactive,1994
12933737,1989-2-26,"BELL, BRAXTON",897,,E DUKES ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1989
07712465,1978-7-28,"MILLER, EMERSON",365,,FRIENDSHIP CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Inactive,1978
05865306,1978-2-21,"CARTER, ELSA",22,900,DOC MCTIER RD,BAXLEY,31513 - 1286,APPLING,American Indian or Alaskan Native,F,Cancelled,1978
12885225,1980-7-17,"WEEKS, KARL",541,527,SATILLA CHURCH RD,BAXLEY,31513 - 3809,APPLING,White not of Hispanic Origin,Unknown,Active,1980
10036366,2007-3-21,"HOLLOWAY, MOLLIE",811,946,HOLMESVILLE AVE,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,2007
06080968,1977-2-28,"BARTLES, ETHA",693,95,DYAL RD,BAXLEY,31513 - 7534,APPLING,White not of Hispanic Origin,F,Active,1977
00654794,1976-8-13,"PINA, REGINA",497,,COOPER RD,SURRENCY,31513 - 1330,APPLING,White not of Hispanic Origin,F,Cancelled,1976
4108513,2006-10-22,"TURNER, CARLTON",875,95,GA HIGHWAY 203 SE,BAXLEY,31513 - 6514,APPLING,White not of Hispanic Origin,Unknown,Active,2006
12020758,1970-2-1,"CARTER, CELIA",737,731,QUAIL HOLLOW RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1970
04967147,1974-11-13,"RAYNER, JIM",516,,JOHNS LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1974
13536464,2015-1-7,"CAUSEY, NOVALEE",681,188,JOHNS LN,BAXLEY,31563 - 2959,APPLING,Hispanic,Unknown,Active,2015
12078860,1971-9-21,"DELK, EDEN",432,163,GA HIGHWAY 144,BAXLEY,31563 - 2214,APPLING,White not of Hispanic Origin,F,Active,1971
00649413,1979-9-11,"MURRAY, NATHAN",547,,BAY ST,BAXLEY,31518,APPLING,White not of Hispanic Origin,M,Active,1979
01600743,1965-7-13,"WHITAKER, MONNIE",606,817,S MAIN STREET EXT,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1965
12311677,1986-7-3,"O'QUINN, LEA",44,283,BETHEL FREEWILL RD,BAXLEY,31513 - 5527,APPLING,Black not of Hispanic Origin,F,Cancelled,1986
00650615,1981-2-12,"HIGGINBOTHAM, ZANE",136,,CAMERON RD,BAXLEY,31513 - 4716,APPLING,White not of Hispanic Origin,M,Active,1981
00648144,1989-9-14,"CRAY, LENARD",569,548,BROWN ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1989
1333316,2001-11-25,"KAUGER, MELBA",684,575,DAISY LN,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,2001
06095074,1974-4-4,"TAYLOR, KATHRINE",762,477,CITY CIRCLE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1974
648416,1965-1-11,"CRAVEN, WADE",537,484,BEN CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1965
00653128,1993-10-14,"AYCOCK, BETTY",295,,HOSEA LN,BAXLEY,31513 - 0918,APPLING,White not of Hispanic Origin,F,Cancelled,1993
00652879,1982-8-6,"HILL, POLLY",364,599,GW TURNER RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Cancelled,1982
07778931,1993-6-20,"TODD, RHIANNON",386,850,JEKYLL RD,SURRENCY,31555 - 5913,APPLING,White not of Hispanic Origin,F,Active,1993
11484874,1970-3-22,"LEON-RAMIREZ, CRISTIAN",297,546,COREY ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1970
00653085,1960-8-9,"HAND, QUINTON",870,139,N MAIN ST,BAXLEY,31513 - 0928,APPLING,White not of Hispanic Origin,M,Cancelled,1960
00650751,1973-2-7,"STOUT, ANDRES",944,934,NAILS FERRY RD,BAXLEY,31513 - 6099,APPLING,White not of Hispanic Origin,M,Cancelled,1973
01395810,1989-8-23,"GARNES, KALEIGH",750,,W PARKER ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1989
7958308,2014-9-19,"ROACH, VEDA",606,,MAPLE LN,BAXLEY,31513 - 7934,APPLING,White not of Hispanic Origin,F,Active,2014
05593871,1989-11-6,"PORTWOOD, MARIA",718,969,ZOAR RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1989
02241742,1994-9-11,"MARSH, RENA",372,,BLACKSHEAR HWY,BAXLEY,31513 - 6201,APPLING,Unknown,Unknown,Active,1994
10390125,1985-7-22,"MILTON, CATHARINE",416,296,COLONIAL DR,BAXLEY,31513 - 9246,APPLING,Black not of Hispanic Origin,F,Active,1985
647790,2003-12-25,"NOBLE, DEBORA",878,987,HIGHLAND DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2003
00648811,1989-9-26,"MEDLIE, KESHIA",602,707,OLLIFF THORNTON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1989
12102846,2014-2-28,"DANIEL, DOMINGO",260,17,WILLIAM COPELAND RD,SURRENCY,31563 - 2409,APPLING,White not of Hispanic Origin,M,Active,2014
11007567,1990-9-18,"BYRD, ANNA",927,17,BUCK HEAD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1990
07236166,1971-5-1,"TRULUCK, MADIE",870,771,JEFF DEEN RD,BAXLEY,31513 - 3807,APPLING,White not of Hispanic Origin,F,Active,1971
08652418,1985-6-25,"WALTON, JOHNNIE",540,118,DAVID WILLIAMS RD,BAXLEY,31513 - 7512,APPLING,White not of Hispanic Origin,M,Active,1985
04713561,2009-5-8,"COCHRAN, JUDGE",367,437,RR 5 BOX 1020,BAXLEY,31518,APPLING,Black not of Hispanic Origin,Unknown,Inactive,2009
00650008,1978-11-18,"REEVES, STEVE",667,550,CYPRESS DR,BAXLEY,31513 - 9805,APPLING,White not of Hispanic Origin,M,Active,1978
06632563,2020-9-19,"ROBERTS, WILLIAM",483,,ED CARTER RD,BAXLEY,31513,APPLING,Unknown,M,Cancelled,2020
652195,1989-6-21,"KING, LAUREL",416,554,PATTERSON RD,BAXLEY,31539,APPLING,Black not of Hispanic Origin,F,Cancelled,1989
00648443,2014-1-9,"JOHNSON, CASIMER",7,,NORTHSIDE ST,BAXLEY,31563 - 2156,APPLING,Black not of Hispanic Origin,M,Cancelled,2014
08244381,2017-6-27,"WILLIAMSON, LIBBY",183,,DUPE HERNDON RD,BAXLEY,31513 - 7391,APPLING,White not of Hispanic Origin,F,Active,2017
00651971,1987-6-7,"REEVES, KAI",50,978,HOWARD BRANNEN RD,BAXLEY,31513 - 7480,APPLING,White not of Hispanic Origin,M,Cancelled,1987
12148385,1966-4-18,"GARNER, NEWMAN",38,,HIGHLAND DR,BAXLEY,31563,APPLING,White not of Hispanic Origin,M,Active,1966
08134922,1976-10-24,"JONES, KAYLEE",162,,PINEY BLUFF RD,BAXLEY,31539,APPLING,White not of Hispanic Origin,F,Cancelled,1976
00647571,1969-8-26,"MURPHY, BILLIE",654,263,PRENTISS RD,BAXLEY,31513 - 1716,APPLING,Unknown,Unknown,Active,1969
00650319,2011-2-23,"SELLERS, ROSANNA",169,895,QUINCY LN,BAXLEY,31513 - 3606,APPLING,White not of Hispanic Origin,F,Cancelled,2011
00651308,2014-12-9,"JOHNSON, STEPHEN",872,428,BELL DR,BAXLEY,31513 - 8711,APPLING,White not of Hispanic Origin,M,Active,2014
00648658,2016-7-18,"WASDIN, AURORA",96,,E RIVER RD,BAXLEY,31513 - 6059,APPLING,White not of Hispanic Origin,F,Cancelled,2016
11097457,2003-12-24,"CARTER, ALDO",602,180,HERNDON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2003
03550273,1968-7-26,"ROBSON, KAMRYN",201,,HOWARD LN,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1968
06961220,1998-11-18,"SHIPES, GARTH",771,,JEKYLL RD,BAXLEY,31513 - 2727,APPLING,Black not of Hispanic Origin,M,Cancelled,1998
11261544,2022-8-15,"MCCALL, GENEVIEVE",667,820,COREY ST,BAXLEY,31513 - 1064,APPLING,White not of Hispanic Origin,F,Cancelled,2022
05297547,1998-6-10,"PATRICK, LEE",342,582,RED DOT RD,BAXLEY,31513 - 4990,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1998
4967399,1980-2-14,"MOCK, BEE",976,,BAY ST,BAXLEY,31513 - 0136,APPLING,White not of Hispanic Origin,M,Active,1980
03276776,1962-7-19,"DRIGGERS, TOMMY",673,579,GRIFFIN ST,BAXLEY,31513 - 7439,APPLING,White not of Hispanic Origin,M,Active,1962
06606097,1981-11-28,"SULLIVAN, JOLIE",301,896,BELL DR,BAXLEY,31563 - 2655,APPLING,White not of Hispanic Origin,F,Inactive,1981
04682341,2001-11-1,"TAYLOR, CHIP",844,618,PITTY PAT LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2001
00652867,1966-6-4,"RIDDLE DOUGLAS, FINN",615,822,LACKAWANNA ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1966
1666510,1974-12-8,"REDDISH, OWEN",370,560,MAULDIN ST,BRISTOL,31513 - 1823,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1974
651301,1987-10-1,"LIGHTSEY, RAY",892,217,OAK CLIFF ST,BRISTOL,31513 - 7218,APPLING,Black not of Hispanic Origin,M,Active,1987
00653097,1983-11-4,"WISE, INGRID",545,313,W PARKER ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,Unknown,Active,1983
4525328,2021-3-13,"PATCHEN, HOUSTON",42,,ED IGOU RD,BAXLEY,31513 - 8131,APPLING,Black not of Hispanic Origin,M,Active,2021
03529852,1985-9-14,"DOMINY, FRANKIE",159,69,SIMMONS ST,BAXLEY,31513 - 3037,APPLING,White not of Hispanic Origin,F,Inactive,1985
11106047,1981-4-6,"LEE, CHRISTEN",861,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1981
07303879,1977-8-27,"BIGWOOD, NICOLAS",749,902,BEN CARTER RD,BAXLEY,31513 - 0667,APPLING,White not of Hispanic Origin,M,Cancelled,1977
10154172,1967-5-15,"JOHNSON, WILBUR",236,540,PRENTISS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1967
06156130,2015-7-18,"BURKETT, MARJORIE",711,153,HATCH PKWY N,BAXLEY,31513 - 0442,APPLING,White not of Hispanic Origin,F,Active,2015
5795982,1997-3-11,"WHITE, ROXANNA",974,,POOR ROBIN RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,1997
05505974,1989-2-24,"SIMMONS, ROSAMOND",396,699,SURSSON ST,BRISTOL,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1989
08312690,1962-11-6,"RICHBURG, MOSHE",519,595,CYPRESS DR,BAXLEY,31513 - 3397,APPLING,Black not of Hispanic Origin,M,Active,1962
06371315,1964-9-23,"SELLERS, REYES",834,42,BEN CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1964
00650675,1962-9-5,"GARDNER, JOHNSON",515,,MILES CHAPEL CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1962
07029548,1995-11-19,"BURKETT, CARRIE",162,100,METTS OVERSTREET RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1995
10193325,1998-8-25,"WILLIAMS, ALLAN",319,693,MEDDERS RD,SURRENCY,31513 - 4818,APPLING,White not of Hispanic Origin,M,Active,1998
10704980,2003-8-25,"TRUAX, TIM",328,,FLEMMING DR,SURRENCY,31513 - 8800,APPLING,White not of Hispanic Origin,M,Active,2003
04782751,1968-8-23,"CHITTY, EMMA",156,,PENNIMAN ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1968
12879359,1988-11-27,"FEDRICK, SCOTT",414,455,TIPPINS ST,BAXLEY,31513 - 2901,APPLING,White not of Hispanic Origin,M,Active,1988
11703521,2011-3-23,"CARTER, ARCHIE",912,,ROBERSON RD,BAXLEY,31513 - 8376,APPLING,White not of Hispanic Origin,M,Active,2011
10556101,2004-2-1,"STEPHENS, GENEVA",363,,GOLDEN ISLE W,BAXLEY,31513 - 5112,APPLING,Black not of Hispanic Origin,F,Cancelled,2004
00650389,2000-1-9,"PEARSEY, LEIGH",812,965,CRAVEN RD,BAXLEY,31513,APPLING,Hispanic,M,Active,2000
01333444,1991-1-1,"CLEMENTS, DAVIS",781,,KENNY LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1991
00652225,1976-2-14,"TAYLOR, BERTHA",49,,DONNIE LN,BAXLEY,31513 - 1217,APPLING,White not of Hispanic Origin,F,Active,1976
04606165,1978-9-16,"TOMBERLIN, QUINCY",331,225,TORRANCE RD,BAXLEY,31513 - 0224,APPLING,White not of Hispanic Origin,M,Cancelled,1978
06386393,1967-5-15,"ZACHER, HARRIET",57,632,EDGERTON ST,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,1967
11113682,2010-9-9,"REESE, NIGEL",46,352,LYNN RD,BAXLEY,31513 - 6171,APPLING,White not of Hispanic Origin,M,Active,2010
10667255,2018-12-14,"CARTER, CHASTITY",363,267,KENNY LN,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,2018
12260088,1964-1-9,"HOWARD, JOHANNA",593,989,GLENDALE AVE,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1964
00651494,2018-3-14,"DEAN, ETTA",769,726,LOUISE LN,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,2018
03873360,2000-7-24,"STONE, ATHENA",717,,POOR ROBIN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2000
00654080,2005-9-23,"WILLIAMS, DANIELA",861,453,DUBBERLY RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2005
08908860,1978-9-11,"MOORE, SALLIE",845,170,DUBBERLY RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1978
08338726,2023-11-17,"HERRINGTON, CATRINA",16,210,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2023
10193490,1984-11-4,"BURKETT, JOHN",81,,FAULK RD,BAXLEY,31513 - 1303,APPLING,White not of Hispanic Origin,M,Active,1984
03976694,1992-8-9,"VAUGHN, GEORGINA",240,395,MEDDERS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1992
05157653,2009-7-12,"MINCEY, ILA",974,,JOHN HERNDON RD,ODUM,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2009
04392863,1998-12-15,"CAMPBELL, LEATRICE",723,630,GARDNER RD,BAXLEY,31513 - 5232,APPLING,White not of Hispanic Origin,F,Cancelled,1998
00648519,1966-4-12,"QUINN, JACOBY",534,,CLELAND LN,BAXLEY,31513 - 7618,APPLING,White not of Hispanic Origin,M,Active,1966
05355191,1996-10-26,"RHODES, ROSE",693,,ALPINE DR,BAXLEY,31513 - 1042,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1996
01360703,1978-2-22,"HARDEE, BRAEDEN",58,432,SIMPSON DR,BRISTOL,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1978
10742090,1978-7-11,"WASDIN, FLETCHER",733,197,ORANGE ST,BAXLEY,31513 - 0817,APPLING,Unknown,M,Cancelled,1978
11615124,1988-3-16,"BROWNING, SOLOMAN",751,,HATCH PKWY N,SURRENCY,31513 - 6652,APPLING,Black not of Hispanic Origin,M,Active,1988
12642591,2019-2-26,"MURRAY, NORMA",87,570,TIMOTHY LN,BAXLEY,31563 - 2006,APPLING,White not of Hispanic Origin,F,Active,2019
11706039,1964-9-5,"ATKINSON, JUNIPER",328,,BLACKSHEAR HWY,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1964
13235574,1964-11-16,"BULLARD, SONIA",876,,HUNDREDS RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1964
11621607,2023-11-15,"SIMMONS, IMOGENE",468,,AZALEA RD,BAXLEY,31513 - 1304,APPLING,White not of Hispanic Origin,F,Active,2023
00648614,1981-9-27,"BRANTLEY, CELESTE",25,,PINEY BLUFF RD,BAXLEY,31513 - 6841,APPLING,Unknown,F,Active,1981
00647020,1985-2-27,"NAIL, OTHO",387,306,HATCH PKWY N,BAXLEY,31513 - 5201,APPLING,White not of Hispanic Origin,Unknown,Active,1985
11776693,1962-2-21,"STONE, LIAM",18,821,HOLT RENTZ RD,BAXLEY,31563 - 2083,APPLING,White not of Hispanic Origin,M,Active,1962
08003349,1975-8-15,"SAPP, JERALD",470,,BUCK HEAD RD,BAXLEY,31513 - 6204,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1975
05565057,2000-9-23,"BROWN, GILES",564,555,FRED CARTER RD,BAXLEY,31513 - 0724,APPLING,Black not of Hispanic Origin,M,Active,2000
10223722,2002-9-6,"CAIN, DOW",77,689,PENNY MORRIS RD,BAXLEY,31513,APPLING,Unknown,M,Cancelled,2002
650051,1996-3-24,"OGDEN, KERMIT",336,7,CROSBY CHAPEL CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1996
01622792,1967-10-5,"LEMON, ODELL",402,764,BLACKSHEAR HWY,BAXLEY,31513 - 6497,APPLING,White not of Hispanic Origin,M,Cancelled,1967
11687629,1988-9-23,"CLEMENTS, JOSIE",715,,PHILLIPI CHURCH RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,1988
00653043,1976-12-26,"EVANS, NANCY",412,,BARFIELD ST,BAXLEY,31513,APPLING,Hispanic,F,Active,1976
13026433,1965-8-13,"TAYLOR, JASPER",703,,BUCK HEAD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1965
03380879,1974-6-8,"THOMPSON, NAPOLEON",773,,KENNY LN,SURRENCY,31513 - 1296,APPLING,Black not of Hispanic Origin,M,Cancelled,1974
00650516,1981-11-10,"POWELL, STANLEY",904,503,BROBSTON ST,BAXLEY,31513 - 2005,APPLING,White not of Hispanic Origin,M,Active,1981
00651906,2018-9-18,"GREEN, ARTHER",428,560,LAKE CHAPEL CHURCH RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,2018
00652684,1976-9-24,"FEDRICK, CARSON",607,454,GOLDEN ISLE E,BAXLEY,31513 - 3730,APPLING,White not of Hispanic Origin,M,Active,1976
01315101,1998-9-26,"WASHINGTON, FOY",212,86,HC COLLINS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1998
08640674,1965-1-24,"CARTER, CORNELL",605,579,SPRING BRANCH CHURCH RD,BAXLEY,31513 - 7274,APPLING,White not of Hispanic Origin,M,Active,1965
00648299,2019-2-26,"TUCKER, ASPEN",274,545,SPEAR ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,2019
05375885,1976-10-9,"ROGERS, OCIE",511,,VASCO JOHNSON RD,BAXLEY,31513 - 7508,APPLING,White not of Hispanic Origin,F,Cancelled,1976
00648282,1967-12-10,"CARTER, RAE",952,,MARTIN LUTHER KING JR AVE,BAXLEY,31513 - 0120,APPLING,White not of Hispanic Origin,F,Cancelled,1967
3392132,1972-4-8,"HUBBARD, EMILIO",853,319,COUNTY FARM RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,M,Active,1972
04806399,2013-7-19,"SELLERS, PHILLIP",795,699,MELTON CHAPEL CHURCH RD,BAXLEY,31513 - 5210,APPLING,White not of Hispanic Origin,M,Active,2013
00652902,1968-4-13,"REESE, JANIE",957,44,E RIVER RD,BAXLEY,31513 - 2718,APPLING,White not of Hispanic Origin,F,Active,1968
03533681,1982-3-22,"HOUSTON, AARON",359,526,KERSEY ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1982
5183523,1969-3-3,"RODGERS, HAYES",456,333,BLACKSHEAR HWY,HAZLEHURST,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1969
04923932,1965-6-10,"WREN, FRANKIE",724,303,BELL DR,BAXLEY,31513,APPLING,Unknown,M,Cancelled,1965
00653748,1960-4-13,"HOWELL, RICHARD",330,,DONNIE LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1960
12372524,1973-6-13,"WESTBERRY, EDISON",128,,ASBURY CHURCH RD,BAXLEY,31539,APPLING,White not of Hispanic Origin,M,Active,1973
11008601,1998-2-3,"ROGERS, ALISSON",521,998,CLEVE WHITE RD,BAXLEY,31513 - 2701,APPLING,White not of Hispanic Origin,F,Active,1998
00654195,1995-12-12,"PETERSON, HARDY",508,706,HILTON HESTERS RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1995
00654319,1994-7-22,"LAWS, LEONARD",438,23,HATCH PKWY N,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1994
10670940,1971-9-14,"HOWARD, WANDA",380,169,OAK RIDGE RD,BAXLEY,31513 - 6109,APPLING,White not of Hispanic Origin,F,Active,1971
04943476,1999-9-5,"PARKER, KRISTOFER",11,,DIXIE DR,BAXLEY,31513 - 0309,APPLING,Black not of Hispanic Origin,M,Active,1999
00651107,1992-10-25,"DYAL, JUNIOR",793,436,LAKE MAYERS RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1992
6044180,1979-11-23,"EVERETT, ED",209,945,W PARKER ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1979
11254767,1997-4-5,"CLAXTON, DAREN",656,,MIDDLEWOOD DR,BAXLEY,31513 - 6283,APPLING,White not of Hispanic Origin,M,Active,1997
12755403,1979-12-7,"TANNER, BILLY",272,,GRAHAM ZOAR RD,BAXLEY,31555,APPLING,White not of Hispanic Origin,M,Cancelled,1979
00649564,2018-12-1,"KNIGHT, REECE",554,,PATTERSON RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2018
00649488,2016-8-7,"HARVEY, ALVA",693,,SIMMONS ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2016
11097185,2001-7-15,"ALDERMAN, JON",171,45,WILLIAMS DR,BAXLEY,31513 - 3226,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2001
00653931,2006-3-5,"HINOJOSA, RHIANNON",960,,GLENDALE AVE,PATTERSON,31513 - 2000,APPLING,White not of Hispanic Origin,F,Active,2006
12617787,2009-11-14,"MURRAY, CONRAD",708,484,ASH ST,BAXLEY,31513 - 0120,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2009
01596980,1972-3-20,"CARDIEL, JOYCE",873,287,OAK ST,BAXLEY,31513 - 8633,APPLING,Black not of Hispanic Origin,F,Active,1972
01513040,1966-8-13,"GRAHAM, AGUSTIN",586,251,MAGNOLIA ST,SURRENCY,31513 - 8274,APPLING,Black not of Hispanic Origin,M,Active,1966
3792148,1998-6-11,"DAVIS, SIMEON",780,648,LEWIS SEAD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1998
07551287,2021-1-11,"JACKSON, GONZALO",191,616,ORVIN RD,BAXLEY,31513 - 1400,APPLING,White not of Hispanic Origin,M,Active,2021
11754561,1995-2-2,"BRINSON, VIHAAN",285,,LAKESIDE CIR,SURRENCY,31513 - 7631,APPLING,White not of Hispanic Origin,M,Active,1995
05404646,2010-10-10,"THOMPKINS, CONCETTA",430,15,SANDY RD,SURRENCY,31557 - 9530,APPLING,Black not of Hispanic Origin,F,Cancelled,2010
05989925,2016-5-27,"MERCER, SAVANNAH",780,,JOHNSON ST,ODUM,31513,APPLING,Hispanic,Unknown,Cancelled,2016
4349940,2007-7-23,"HENDRIX, RYNE",279,,CAIN RD,BAXLEY,31513 - 1124,APPLING,Other,M,Active,2007
10546365,2021-11-14,"HAMIL, GRACE",539,868,BEAVER RD,BAXLEY,31513 - 7442,APPLING,White not of Hispanic Origin,F,Active,2021
06943615,2003-10-27,"BYRD, LAMAR",617,,MILLER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2003
649772,2006-9-18,"O'QUINN, ANSON",721,129,GA HIGHWAY 121 NE,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,2006
00653727,1960-8-20,"CARTER, GUADALUPE",63,329,HOWARD BRANNEN RD,BAXLEY,31513 - 5534,APPLING,White not of Hispanic Origin,M,Active,1960
12006562,1995-5-16,"HOWARD, ARLIS",449,,NFL DR,BAXLEY,31513,APPLING,Hispanic,Unknown,Cancelled,1995
